0x00000000,global_tags
0x00003A81,0x3A81
0x00003A82,0x3A82
0x00003A83,0x3A83
0x00003A84,0x3A84
0x00003A85,0x3A85
0x00003A86,0x3A86
0x00003A87,0x3A87
0x00003A88,0x3A88
0x00003A89,0x3A89
0x00003A8A,0x3A8A
0x00003A8B,0x3A8B
0x00003A8C,0x3A8C
0x00003A8D,0x3A8D
0x00003A8E,0x3A8E
0x00003A8F,0x3A8F
0x00003A90,0x3A90
0x00003A91,0x3A91
0x00003A92,0x3A92
0x00003A93,objects\levels\multi\riverworld\man_cannon_chill\man_cannon_chill
0x00003A94,objects\levels\dlc\shared\small_shield_door\small_shield_door
0x00003A95,objects\levels\dlc\sidewinder\man_cannon_sidewinder_01\man_cannon_sidewinder_01
0x00003A96,objects\levels\dlc\sidewinder\man_cannon_sidewinder_02\man_cannon_sidewinder_02
0x00003A97,objects\levels\dlc\sidewinder\man_cannon_sidewinder_03\man_cannon_sidewinder_03
0x00003A98,objects\levels\dlc\sidewinder\man_cannon_sidewinder_04\man_cannon_sidewinder_04
0x00003A99,objects\levels\dlc\sidewinder\man_cannon_sidewinder_05\man_cannon_sidewinder_05
0x00003A9A,objects\levels\dlc\sidewinder\man_cannon_sidewinder_06\man_cannon_sidewinder_06
0x00003A9B,objects\levels\dlc\sidewinder\man_cannon_sidewinder_07\man_cannon_sidewinder_07
0x00003A9C,objects\levels\dlc\sidewinder\man_cannon_sidewinder_08\man_cannon_sidewinder_08
0x00003A9D,objects\levels\multi\guardian\man_cannon_guardian_ii\man_cannon_guardian_ii
0x00003A9E,objects\levels\multi\guardian\man_cannon_guardian_iii\man_cannon_guardian_iii
0x00003A9F,0x3A9F
0x00003AA0,0x3AA0
0x00003AA1,0x3AA1
0x00003AA2,0x3AA2
0x00003AA3,0x3AA3
0x00003AA4,0x3AA4
0x00003AA5,0x3AA5
0x00003AA6,0x3AA6
0x00003AA7,objects\characters\ambient_life\bird_quadwing2\bird_quadwing2
0x00003AA8,objects\characters\ambient_life\seagull\seagull
0x00003AA9,levels\multi\s3d_avalanche\s3d_avalanche
0x00003AAA,0x3AAA
0x00003AAB,0x3AAB
0x00003AAC,levels\multi\s3d_avalanche\s3d_avalanche_faux_lightmap
0x00003AAD,0x3AAD
0x00003AAE,0x3AAE
0x00003AAF,0x3AAF
0x00003AB0,0x3AB0
0x00003AB1,0x3AB1
0x00003AB2,0x3AB2
0x00003AB3,0x3AB3
0x00003AB4,0x3AB4
0x00003AB5,0x3AB5
0x00003AB6,0x3AB6
0x00003AB7,0x3AB7
0x00003AB8,0x3AB8
0x00003AB9,0x3AB9
0x00003ABA,0x3ABA
0x00003ABB,0x3ABB
0x00003ABC,0x3ABC
0x00003ABD,0x3ABD
0x00003ABE,0x3ABE
0x00003ABF,0x3ABF
0x00003AC0,0x3AC0
0x00003AC1,0x3AC1
0x00003AC2,0x3AC2
0x00003AC3,0x3AC3
0x00003AC4,0x3AC4
0x00003AC5,0x3AC5
0x00003AC6,0x3AC6
0x00003AC7,0x3AC7
0x00003AC8,0x3AC8
0x00003AC9,0x3AC9
0x00003ACA,0x3ACA
0x00003ACB,0x3ACB
0x00003ACC,0x3ACC
0x00003ACD,0x3ACD
0x00003ACE,0x3ACE
0x00003ACF,0x3ACF
0x00003AD0,0x3AD0
0x00003AD1,0x3AD1
0x00003AD2,0x3AD2
0x00003AD3,0x3AD3
0x00003AD4,0x3AD4
0x00003AD5,0x3AD5
0x00003AD6,0x3AD6
0x00003AD7,0x3AD7
0x00003AD8,0x3AD8
0x00003AD9,0x3AD9
0x00003ADA,0x3ADA
0x00003ADB,0x3ADB
0x00003ADC,0x3ADC
0x00003ADD,0x3ADD
0x00003ADE,0x3ADE
0x00003ADF,0x3ADF
0x00003AE0,0x3AE0
0x00003AE1,0x3AE1
0x00003AE2,0x3AE2
0x00003AE3,0x3AE3
0x00003AE4,0x3AE4
0x00003AE5,0x3AE5
0x00003AE6,0x3AE6
0x00003AE7,0x3AE7
0x00003AE8,0x3AE8
0x00003AE9,0x3AE9
0x00003AEA,0x3AEA
0x00003AEB,0x3AEB
0x00003AEC,0x3AEC
0x00003AED,0x3AED
0x00003AEE,0x3AEE
0x00003AEF,0x3AEF
0x00003AF0,0x3AF0
0x00003AF1,0x3AF1
0x00003AF2,0x3AF2
0x00003AF3,0x3AF3
0x00003AF4,0x3AF4
0x00003AF5,0x3AF5
0x00003AF6,0x3AF6
0x00003AF7,0x3AF7
0x00003AF8,0x3AF8
0x00003AF9,0x3AF9
0x00003AFA,0x3AFA
0x00003AFB,0x3AFB
0x00003AFC,0x3AFC
0x00003AFD,0x3AFD
0x00003AFE,0x3AFE
0x00003AFF,0x3AFF
0x00003B00,0x3B00
0x00003B01,0x3B01
0x00003B02,0x3B02
0x00003B03,0x3B03
0x00003B04,0x3B04
0x00003B05,0x3B05
0x00003B06,0x3B06
0x00003B07,0x3B07
0x00003B08,0x3B08
0x00003B09,0x3B09
0x00003B0A,0x3B0A
0x00003B0B,0x3B0B
0x00003B0C,0x3B0C
0x00003B0D,0x3B0D
0x00003B0E,0x3B0E
0x00003B0F,0x3B0F
0x00003B10,0x3B10
0x00003B11,0x3B11
0x00003B12,0x3B12
0x00003B13,0x3B13
0x00003B14,0x3B14
0x00003B15,0x3B15
0x00003B16,0x3B16
0x00003B17,0x3B17
0x00003B18,0x3B18
0x00003B19,0x3B19
0x00003B1A,0x3B1A
0x00003B1B,0x3B1B
0x00003B1C,0x3B1C
0x00003B1D,0x3B1D
0x00003B1E,0x3B1E
0x00003B1F,0x3B1F
0x00003B20,0x3B20
0x00003B21,0x3B21
0x00003B22,0x3B22
0x00003B23,0x3B23
0x00003B24,0x3B24
0x00003B25,0x3B25
0x00003B26,0x3B26
0x00003B27,0x3B27
0x00003B28,0x3B28
0x00003B29,0x3B29
0x00003B2A,0x3B2A
0x00003B2B,0x3B2B
0x00003B2C,0x3B2C
0x00003B2D,0x3B2D
0x00003B2E,0x3B2E
0x00003B2F,0x3B2F
0x00003B30,shaders\terrain_templates\_0_0_1_1_1_0
0x00003B31,0x3B31
0x00003B32,0x3B32
0x00003B33,0x3B33
0x00003B34,0x3B34
0x00003B35,0x3B35
0x00003B36,0x3B36
0x00003B37,0x3B37
0x00003B38,0x3B38
0x00003B39,0x3B39
0x00003B3A,0x3B3A
0x00003B3B,0x3B3B
0x00003B3C,0x3B3C
0x00003B3D,0x3B3D
0x00003B3E,0x3B3E
0x00003B3F,0x3B3F
0x00003B40,0x3B40
0x00003B41,0x3B41
0x00003B42,0x3B42
0x00003B43,0x3B43
0x00003B44,0x3B44
0x00003B45,0x3B45
0x00003B46,0x3B46
0x00003B47,0x3B47
0x00003B48,0x3B48
0x00003B49,0x3B49
0x00003B4A,0x3B4A
0x00003B4B,0x3B4B
0x00003B4C,0x3B4C
0x00003B4D,0x3B4D
0x00003B4E,0x3B4E
0x00003B4F,0x3B4F
0x00003B50,0x3B50
0x00003B51,0x3B51
0x00003B52,0x3B52
0x00003B53,0x3B53
0x00003B54,0x3B54
0x00003B55,0x3B55
0x00003B56,0x3B56
0x00003B57,shaders\shader_templates\_0_1_1_2_1_2_0_0_0_0_0
0x00003B58,0x3B58
0x00003B59,0x3B59
0x00003B5A,0x3B5A
0x00003B5B,0x3B5B
0x00003B5C,0x3B5C
0x00003B5D,0x3B5D
0x00003B5E,0x3B5E
0x00003B5F,0x3B5F
0x00003B60,0x3B60
0x00003B61,0x3B61
0x00003B62,0x3B62
0x00003B63,0x3B63
0x00003B64,0x3B64
0x00003B65,shaders\shader_templates\_0_2_0_2_1_0_0_0_1_0_0
0x00003B66,0x3B66
0x00003B67,0x3B67
0x00003B68,0x3B68
0x00003B69,shaders\shader_templates\_0_2_0_1_2_0_0_0_1_0_0
0x00003B6A,0x3B6A
0x00003B6B,0x3B6B
0x00003B6C,0x3B6C
0x00003B6D,0x3B6D
0x00003B6E,0x3B6E
0x00003B6F,0x3B6F
0x00003B70,0x3B70
0x00003B71,0x3B71
0x00003B72,0x3B72
0x00003B73,0x3B73
0x00003B74,0x3B74
0x00003B75,0x3B75
0x00003B76,0x3B76
0x00003B77,shaders\shader_templates\_0_1_0_0_1_2_0_3_0_0_0
0x00003B78,0x3B78
0x00003B79,0x3B79
0x00003B7A,0x3B7A
0x00003B7B,0x3B7B
0x00003B7C,0x3B7C
0x00003B7D,0x3B7D
0x00003B7E,0x3B7E
0x00003B7F,0x3B7F
0x00003B80,0x3B80
0x00003B81,0x3B81
0x00003B82,0x3B82
0x00003B83,0x3B83
0x00003B84,0x3B84
0x00003B85,0x3B85
0x00003B86,0x3B86
0x00003B87,0x3B87
0x00003B88,0x3B88
0x00003B89,0x3B89
0x00003B8A,0x3B8A
0x00003B8B,0x3B8B
0x00003B8C,0x3B8C
0x00003B8D,0x3B8D
0x00003B8E,0x3B8E
0x00003B8F,0x3B8F
0x00003B90,0x3B90
0x00003B91,0x3B91
0x00003B92,0x3B92
0x00003B93,0x3B93
0x00003B94,0x3B94
0x00003B95,0x3B95
0x00003B96,0x3B96
0x00003B97,0x3B97
0x00003B98,0x3B98
0x00003B99,0x3B99
0x00003B9A,0x3B9A
0x00003B9B,0x3B9B
0x00003B9C,0x3B9C
0x00003B9D,0x3B9D
0x00003B9E,0x3B9E
0x00003B9F,0x3B9F
0x00003BA0,0x3BA0
0x00003BA1,0x3BA1
0x00003BA2,0x3BA2
0x00003BA3,0x3BA3
0x00003BA4,0x3BA4
0x00003BA5,0x3BA5
0x00003BA6,0x3BA6
0x00003BA7,0x3BA7
0x00003BA8,0x3BA8
0x00003BA9,0x3BA9
0x00003BAA,0x3BAA
0x00003BAB,0x3BAB
0x00003BAC,0x3BAC
0x00003BAD,0x3BAD
0x00003BAE,0x3BAE
0x00003BAF,0x3BAF
0x00003BB0,shaders\terrain_templates\_0_0_1_1_1_2
0x00003BB1,0x3BB1
0x00003BB2,0x3BB2
0x00003BB3,0x3BB3
0x00003BB4,0x3BB4
0x00003BB5,0x3BB5
0x00003BB6,0x3BB6
0x00003BB7,0x3BB7
0x00003BB8,0x3BB8
0x00003BB9,0x3BB9
0x00003BBA,0x3BBA
0x00003BBB,0x3BBB
0x00003BBC,0x3BBC
0x00003BBD,0x3BBD
0x00003BBE,0x3BBE
0x00003BBF,0x3BBF
0x00003BC0,shaders\terrain_templates\_0_0_0_0_0_1
0x00003BC1,0x3BC1
0x00003BC2,0x3BC2
0x00003BC3,0x3BC3
0x00003BC4,0x3BC4
0x00003BC5,0x3BC5
0x00003BC6,0x3BC6
0x00003BC7,0x3BC7
0x00003BC8,0x3BC8
0x00003BC9,0x3BC9
0x00003BCA,0x3BCA
0x00003BCB,0x3BCB
0x00003BCC,0x3BCC
0x00003BCD,0x3BCD
0x00003BCE,0x3BCE
0x00003BCF,0x3BCF
0x00003BD0,0x3BD0
0x00003BD1,0x3BD1
0x00003BD2,0x3BD2
0x00003BD3,0x3BD3
0x00003BD4,0x3BD4
0x00003BD5,0x3BD5
0x00003BD6,0x3BD6
0x00003BD7,0x3BD7
0x00003BD8,0x3BD8
0x00003BD9,shaders\shader_templates\_0_1_0_1_1_2_0_0_2_0_0
0x00003BDA,0x3BDA
0x00003BDB,0x3BDB
0x00003BDC,0x3BDC
0x00003BDD,0x3BDD
0x00003BDE,0x3BDE
0x00003BDF,0x3BDF
0x00003BE0,0x3BE0
0x00003BE1,0x3BE1
0x00003BE2,0x3BE2
0x00003BE3,0x3BE3
0x00003BE4,0x3BE4
0x00003BE5,0x3BE5
0x00003BE6,0x3BE6
0x00003BE7,0x3BE7
0x00003BE8,0x3BE8
0x00003BE9,0x3BE9
0x00003BEA,0x3BEA
0x00003BEB,0x3BEB
0x00003BEC,0x3BEC
0x00003BED,0x3BED
0x00003BEE,shaders\shader_templates\_0_2_0_1_1_2_0_3_0_0_0
0x00003BEF,0x3BEF
0x00003BF0,0x3BF0
0x00003BF1,0x3BF1
0x00003BF2,0x3BF2
0x00003BF3,0x3BF3
0x00003BF4,0x3BF4
0x00003BF5,0x3BF5
0x00003BF6,0x3BF6
0x00003BF7,0x3BF7
0x00003BF8,0x3BF8
0x00003BF9,0x3BF9
0x00003BFA,0x3BFA
0x00003BFB,0x3BFB
0x00003BFC,0x3BFC
0x00003BFD,shaders\halogram_templates\_0_8_1_0_0_1_0
0x00003BFE,0x3BFE
0x00003BFF,0x3BFF
0x00003C00,0x3C00
0x00003C01,0x3C01
0x00003C02,0x3C02
0x00003C03,0x3C03
0x00003C04,0x3C04
0x00003C05,0x3C05
0x00003C06,0x3C06
0x00003C07,0x3C07
0x00003C08,0x3C08
0x00003C09,0x3C09
0x00003C0A,0x3C0A
0x00003C0B,shaders\shader_templates\_0_0_0_1_1_2_0_0_0_0_0
0x00003C0C,0x3C0C
0x00003C0D,0x3C0D
0x00003C0E,0x3C0E
0x00003C0F,0x3C0F
0x00003C10,0x3C10
0x00003C11,0x3C11
0x00003C12,0x3C12
0x00003C13,0x3C13
0x00003C14,0x3C14
0x00003C15,0x3C15
0x00003C16,0x3C16
0x00003C17,0x3C17
0x00003C18,0x3C18
0x00003C19,0x3C19
0x00003C1A,0x3C1A
0x00003C1B,0x3C1B
0x00003C1C,0x3C1C
0x00003C1D,0x3C1D
0x00003C1E,0x3C1E
0x00003C1F,0x3C1F
0x00003C20,0x3C20
0x00003C21,shaders\halogram_templates\_6_1_3_0_0_0_1
0x00003C22,0x3C22
0x00003C23,0x3C23
0x00003C24,0x3C24
0x00003C25,0x3C25
0x00003C26,0x3C26
0x00003C27,0x3C27
0x00003C28,0x3C28
0x00003C29,0x3C29
0x00003C2A,0x3C2A
0x00003C2B,0x3C2B
0x00003C2C,0x3C2C
0x00003C2D,0x3C2D
0x00003C2E,0x3C2E
0x00003C2F,0x3C2F
0x00003C30,0x3C30
0x00003C31,0x3C31
0x00003C32,0x3C32
0x00003C33,shaders\shader_templates\_0_1_1_2_1_2_1_0_0_0_0
0x00003C34,0x3C34
0x00003C35,0x3C35
0x00003C36,0x3C36
0x00003C37,0x3C37
0x00003C38,0x3C38
0x00003C39,0x3C39
0x00003C3A,0x3C3A
0x00003C3B,sound\lsnd\amb_wind_desert_loop_01
0x00003C3C,sound\lsnd\amb_wind_desert_sand_loop_01
0x00003C3D,sound\lsnd\amb_gen_roomtone_loop_01
0x00003C3E,sound\lsnd\amb_cave_wind_loop_01
0x00003C3F,sound\lsnd\amb_cave_wind_loop_01
0x00003C40,sound\lsnd\amb_cave_water_drip_01
0x00003C41,0x3C41
0x00003C42,0x3C42
0x00003C43,0x3C43
0x00003C44,0x3C44
0x00003C45,0x3C45
0x00003C46,0x3C46
0x00003C47,0x3C47
0x00003C48,0x3C48
0x00003C49,0x3C49
0x00003C4A,0x3C4A
0x00003C4B,0x3C4B
0x00003C4C,0x3C4C
0x00003C4D,0x3C4D
0x00003C4E,0x3C4E
0x00003C4F,0x3C4F
0x00003C50,0x3C50
0x00003C51,0x3C51
0x00003C52,0x3C52
0x00003C53,0x3C53
0x00003C54,0x3C54
0x00003C55,0x3C55
0x00003C56,0x3C56
0x00003C57,0x3C57
0x00003C58,0x3C58
0x00003C59,shaders\shader_templates\_0_0_0_0_0_0_7_1_0_0_0
0x00003C5A,0x3C5A
0x00003C5B,0x3C5B
0x00003C5C,0x3C5C
0x00003C5D,0x3C5D
0x00003C5E,0x3C5E
0x00003C5F,0x3C5F
0x00003C60,0x3C60
0x00003C61,0x3C61
0x00003C62,0x3C62
0x00003C63,sound\effe\obj_icicle_break_01
0x00003C64,0x3C64
0x00003C65,0x3C65
0x00003C66,0x3C66
0x00003C67,0x3C67
0x00003C68,0x3C68
0x00003C69,shaders\shader_templates\_0_1_0_0_7_2_1_3_2_0_0
0x00003C6A,0x3C6A
0x00003C6B,0x3C6B
0x00003C6C,0x3C6C
0x00003C6D,0x3C6D
0x00003C6E,0x3C6E
0x00003C6F,0x3C6F
0x00003C70,0x3C70
0x00003C71,0x3C71
0x00003C72,sound\effe\crystal_node_expl1
0x00003C73,0x3C73
0x00003C74,0x3C74
0x00003C75,0x3C75
0x00003C76,0x3C76
0x00003C77,0x3C77
0x00003C78,0x3C78
0x00003C79,0x3C79
0x00003C7A,0x3C7A
0x00003C7B,0x3C7B
0x00003C7C,0x3C7C
0x00003C7D,sound\foot\crystal_node_hit1
0x00003C7E,0x3C7E
0x00003C7F,sound\lsnd\crystal_node_roll1
0x00003C80,sound\lsnd\crystal_node_roll1
0x00003C81,0x3C81
0x00003C82,0x3C82
0x00003C83,0x3C83
0x00003C84,0x3C84
0x00003C85,0x3C85
0x00003C86,0x3C86
0x00003C87,0x3C87
0x00003C88,0x3C88
0x00003C89,0x3C89
0x00003C8A,0x3C8A
0x00003C8B,0x3C8B
0x00003C8C,0x3C8C
0x00003C8D,0x3C8D
0x00003C8E,0x3C8E
0x00003C8F,0x3C8F
0x00003C90,shaders\shader_templates\_0_1_1_2_1_1_0_0_0_0_0
0x00003C91,0x3C91
0x00003C92,0x3C92
0x00003C93,objects\levels\dlc\sidewinder\hornet_lite\hornet_lite
0x00003C94,objects\levels\dlc\sidewinder\hornet_lite\weapon\hornet_lite
0x00003C95,objects\levels\dlc\sidewinder\hornet_lite\weapon\hornet_lite_bullet
0x00003C96,0x3C96
0x00003C97,objects\vehicles\hornet\hornet_snow
0x00003C98,0x3C98
0x00003C99,0x3C99
0x00003C9A,0x3C9A
0x00003C9B,0x3C9B
0x00003C9C,0x3C9C
0x00003C9D,0x3C9D
0x00003C9E,0x3C9E
0x00003C9F,0x3C9F
0x00003CA0,0x3CA0
0x00003CA1,objects\vehicles\hornet\garbage\tail\tail_snow
0x00003CA2,objects\vehicles\hornet\garbage\tail\tail_snow
0x00003CA3,objects\vehicles\hornet\garbage\tail\tail_snow
0x00003CA4,0x3CA4
0x00003CA5,0x3CA5
0x00003CA6,0x3CA6
0x00003CA7,0x3CA7
0x00003CA8,0x3CA8
0x00003CA9,0x3CA9
0x00003CAA,objects\vehicles\hornet\garbage\thrust_bell\thrust_bell_snow
0x00003CAB,objects\vehicles\hornet\garbage\tail\tail_snow
0x00003CAC,objects\vehicles\hornet\garbage\flap\flap_snow
0x00003CAD,objects\vehicles\hornet\garbage\thrust_bell\thrust_bell_snow
0x00003CAE,objects\vehicles\hornet\garbage\thrust_bell\thrust_bell_snow
0x00003CAF,objects\vehicles\hornet\garbage\rotor\rotor_snow
0x00003CB0,objects\vehicles\hornet\garbage\rotor\rotor_snow
0x00003CB1,objects\vehicles\hornet\garbage\flap\flap_snow
0x00003CB2,objects\vehicles\hornet\garbage\flap\flap_snow
0x00003CB3,objects\vehicles\hornet\garbage\jet_r\jet_r_snow
0x00003CB4,objects\vehicles\hornet\garbage\jet_r\jet_r_snow
0x00003CB5,objects\vehicles\hornet\garbage\jet_r\jet_r_snow
0x00003CB6,objects\vehicles\hornet\garbage\winch\winch_snow
0x00003CB7,objects\vehicles\hornet\garbage\winch\winch_snow
0x00003CB8,objects\vehicles\hornet\garbage\winch\winch_snow
0x00003CB9,objects\vehicles\hornet\garbage\cover_r\cover_r
0x00003CBA,objects\vehicles\hornet\garbage\cover_r\cover_r
0x00003CBB,objects\vehicles\hornet\garbage\cover_r\cover_r_snow
0x00003CBC,objects\vehicles\hornet\garbage\cover_l\cover_l_snow
0x00003CBD,objects\vehicles\hornet\garbage\cover_l\cover_l_snow
0x00003CBE,objects\vehicles\hornet\garbage\cover_l\cover_l_snow
0x00003CBF,objects\vehicles\hornet\garbage\skid_r\skid_r_snow
0x00003CC0,objects\vehicles\hornet\garbage\skid_r\skid_r_snow
0x00003CC1,objects\vehicles\hornet\garbage\skid_r\skid_r_snow
0x00003CC2,objects\vehicles\hornet\garbage\gun_l\gun_l_snow
0x00003CC3,objects\vehicles\hornet\garbage\gun_l\gun_l_snow
0x00003CC4,objects\vehicles\hornet\garbage\gun_l\gun_l_snow
0x00003CC5,0x3CC5
0x00003CC6,0x3CC6
0x00003CC7,0x3CC7
0x00003CC8,objects\weapons\turret\missile_pod\missile_pod_vehicle\missile_pod_vehicle
0x00003CC9,ui\chud\t_missile
0x00003CCA,0x3CCA
0x00003CCB,objects\weapons\turret\missile_pod\missile_pod_vehicle\missile_pod_vehicle
0x00003CCC,0x3CCC
0x00003CCD,0x3CCD
0x00003CCE,0x3CCE
0x00003CCF,0x3CCF
0x00003CD0,0x3CD0
0x00003CD1,objects\weapons\turret\missile_pod\garbage\garbage_tripod\garbage_tripod
0x00003CD2,objects\weapons\turret\missile_pod\garbage\garbage_tripod\garbage_tripod
0x00003CD3,objects\weapons\turret\missile_pod\garbage\garbage_tripod\garbage_tripod
0x00003CD4,objects\weapons\turret\missile_pod\garbage\garbage_tripod\garbage_tripod
0x00003CD5,objects\weapons\turret\missile_pod\garbage\garbage_tripod\garbage_tripod
0x00003CD6,0x3CD6
0x00003CD7,0x3CD7
0x00003CD8,0x3CD8
0x00003CD9,0x3CD9
0x00003CDA,0x3CDA
0x00003CDB,0x3CDB
0x00003CDC,0x3CDC
0x00003CDD,0x3CDD
0x00003CDE,0x3CDE
0x00003CDF,0x3CDF
0x00003CE0,0x3CE0
0x00003CE1,0x3CE1
0x00003CE2,0x3CE2
0x00003CE3,0x3CE3
0x00003CE4,0x3CE4
0x00003CE5,0x3CE5
0x00003CE6,0x3CE6
0x00003CE7,0x3CE7
0x00003CE8,0x3CE8
0x00003CE9,0x3CE9
0x00003CEA,0x3CEA
0x00003CEB,0x3CEB
0x00003CEC,0x3CEC
0x00003CED,0x3CED
0x00003CEE,0x3CEE
0x00003CEF,0x3CEF
0x00003CF0,0x3CF0
0x00003CF1,0x3CF1
0x00003CF2,0x3CF2
0x00003CF3,0x3CF3
0x00003CF4,shaders\particle_templates\_0_3_0_0_0_1_0_0_0_1
0x00003CF5,0x3CF5
0x00003CF6,0x3CF6
0x00003CF7,0x3CF7
0x00003CF8,0x3CF8
0x00003CF9,0x3CF9
0x00003CFA,0x3CFA
0x00003CFB,0x3CFB
0x00003CFC,0x3CFC
0x00003CFD,0x3CFD
0x00003CFE,0x3CFE
0x00003CFF,shaders\particle_templates\_4_3_0_2_0_1_1_1_0_0
0x00003D00,0x3D00
0x00003D01,0x3D01
0x00003D02,0x3D02
0x00003D03,0x3D03
0x00003D04,shaders\particle_templates\_4_3_0_0_1_1_1_0_0_0
0x00003D05,0x3D05
0x00003D06,0x3D06
0x00003D07,0x3D07
0x00003D08,0x3D08
0x00003D09,0x3D09
0x00003D0A,0x3D0A
0x00003D0B,0x3D0B
0x00003D0C,0x3D0C
0x00003D0D,sound\lsnd\amb_steam_small_loop_01
0x00003D0E,0x3D0E
0x00003D0F,0x3D0F
0x00003D10,shaders\particle_templates\_4_3_0_2_1_1_1_1_0_0
0x00003D11,0x3D11
0x00003D12,0x3D12
0x00003D13,0x3D13
0x00003D14,sound\effe\amb_spark_small_01
0x00003D15,0x3D15
0x00003D16,0x3D16
0x00003D17,0x3D17
0x00003D18,0x3D18
0x00003D19,0x3D19
0x00003D1A,0x3D1A
0x00003D1B,shaders\particle_templates\_3_3_0_0_1_0_1_1_0_0
0x00003D1C,0x3D1C
0x00003D1D,0x3D1D
0x00003D1E,0x3D1E
0x00003D1F,0x3D1F
0x00003D20,shaders\particle_templates\_1_3_0_0_0_0_0_1_0_0
0x00003D21,0x3D21
0x00003D22,0x3D22
0x00003D23,sound\lsnd\amb_pipe_water_flow_loop_01
0x00003D24,0x3D24
0x00003D25,0x3D25
0x00003D26,0x3D26
0x00003D27,0x3D27
0x00003D28,0x3D28
0x00003D29,shaders\particle_templates\_3_10_0_0_0_0_1_0_0_0
0x00003D2A,0x3D2A
0x00003D2B,0x3D2B
0x00003D2C,0x3D2C
0x00003D2D,0x3D2D
0x00003D2E,0x3D2E
0x00003D2F,0x3D2F
0x00003D30,0x3D30
0x00003D31,0x3D31
0x00003D32,0x3D32
0x00003D33,0x3D33
0x00003D34,shaders\decal_templates\_0_2_0_0_0_3
0x00003D35,0x3D35
0x00003D36,0x3D36
0x00003D37,0x3D37
0x00003D38,0x3D38
0x00003D39,0x3D39
0x00003D3A,0x3D3A
0x00003D3B,0x3D3B
0x00003D3C,0x3D3C
0x00003D3D,0x3D3D
0x00003D3E,0x3D3E
0x00003D3F,0x3D3F
0x00003D40,0x3D40
0x00003D41,0x3D41
0x00003D42,0x3D42
0x00003D43,0x3D43
0x00003D44,0x3D44
0x00003D45,0x3D45
0x00003D46,0x3D46
0x00003D47,0x3D47
0x00003D48,0x3D48
0x00003D49,0x3D49
0x00003D4A,0x3D4A
0x00003D4B,0x3D4B
0x00003D4C,0x3D4C
0x00003D4D,0x3D4D
0x00003D4E,0x3D4E
0x00003D4F,0x3D4F
0x00003D50,0x3D50
0x00003D51,0x3D51
0x00003D52,0x3D52
0x00003D53,0x3D53
0x00003D54,0x3D54
0x00003D55,0x3D55
0x00003D56,0x3D56
0x00003D57,0x3D57
0x00003D58,0x3D58
0x00003D59,0x3D59
0x00003D5A,0x3D5A
0x00003D5B,0x3D5B
0x00003D5C,0x3D5C
0x00003D5D,0x3D5D
0x00003D5E,0x3D5E
0x00003D5F,shaders\decal_templates\_0_2_0_1_1_0
0x00003D60,0x3D60
0x00003D61,0x3D61
0x00003D62,0x3D62
0x00003D63,0x3D63
0x00003D64,0x3D64
0x00003D65,0x3D65
0x00003D66,0x3D66
0x00003D67,0x3D67
0x00003D68,0x3D68
0x00003D69,0x3D69
0x00003D6A,0x3D6A
0x00003D6B,0x3D6B
0x00003D6C,0x3D6C
0x00003D6D,0x3D6D
0x00003D6E,0x3D6E
0x00003D6F,0x3D6F
0x00003D70,0x3D70
0x00003D71,0x3D71
0x00003D72,0x3D72
0x00003D73,0x3D73
0x00003D74,0x3D74
0x00003D75,0x3D75
0x00003D76,0x3D76
0x00003D77,0x3D77
0x00003D78,0x3D78
0x00003D79,0x3D79
0x00003D7A,objects\levels\multi\chill\man_cannon_chill\man_cannon_chill
0x00003D7B,objects\levels\multi\chill\man_cannon_chill\man_cannon_chill
0x00003D7C,objects\levels\multi\chill\man_cannon_chill\man_cannon_chill
0x00003D7D,0x3D7D
0x00003D7E,0x3D7E
0x00003D7F,0x3D7F
0x00003D80,0x3D80
0x00003D81,0x3D81
0x00003D82,0x3D82
0x00003D83,0x3D83
0x00003D84,0x3D84
0x00003D85,0x3D85
0x00003D86,0x3D86
0x00003D87,objects\levels\dlc\sidewinder\man_cannon_sidewinder_01\man_cannon_sidewinder_01
0x00003D88,objects\levels\dlc\sidewinder\man_cannon_sidewinder_01\man_cannon_sidewinder_01
0x00003D89,objects\levels\dlc\sidewinder\man_cannon_sidewinder_01\man_cannon_sidewinder_01
0x00003D8A,objects\levels\dlc\sidewinder\man_cannon_sidewinder_01\man_cannon_sidewinder_01
0x00003D8B,objects\levels\dlc\sidewinder\man_cannon_sidewinder_01\man_cannon_sidewinder_01
0x00003D8C,objects\levels\dlc\sidewinder\man_cannon_sidewinder_01\man_cannon_sidewinder_01
0x00003D8D,objects\levels\dlc\sidewinder\man_cannon_sidewinder_01\man_cannon_sidewinder_01
0x00003D8E,objects\levels\dlc\sidewinder\man_cannon_sidewinder_02\man_cannon_sidewinder_02
0x00003D8F,objects\levels\dlc\sidewinder\man_cannon_sidewinder_02\man_cannon_sidewinder_02
0x00003D90,objects\levels\dlc\sidewinder\man_cannon_sidewinder_02\man_cannon_sidewinder_02
0x00003D91,objects\levels\dlc\sidewinder\man_cannon_sidewinder_03\man_cannon_sidewinder_03
0x00003D92,objects\levels\dlc\sidewinder\man_cannon_sidewinder_03\man_cannon_sidewinder_03
0x00003D93,objects\levels\dlc\sidewinder\man_cannon_sidewinder_03\man_cannon_sidewinder_03
0x00003D94,objects\levels\dlc\sidewinder\man_cannon_sidewinder_04\man_cannon_sidewinder_04
